Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method
Electronics,406.64,4,,Not Returned,33,Female,City6,PayPal,Express
Clothing,376.39,5,Changed mind,Returned,24,Male,City59,Debit Card,Express
Books,326.77,2,,Not Returned,56,Male,City89,PayPal,Express
Home,207.24,3,Not as described,Returned,52,Male,City3,Gift Card,Standard
Electronics,301.17,2,Not as described,Returned,64,Male,City98,Credit Card,Standard
Clothing,377.53,5,Not as described,Returned,68,Female,City2,Gift Card,Next-Day
Books,180.5,2,,Not Returned,55,Male,City44,Debit Card,Standard
Toys,385.39,4,,Not Returned,43,Female,City48,Gift Card,Express
Clothing,220.34,2,,Not Returned,64,Male,City37,PayPal,Standard
Clothing,211.3,1,,Not Returned,57,Female,City45,PayPal,Standard
Books,255.11,3,Changed mind,Returned,32,Male,City45,PayPal,Express
Electronics,402.83,2,Defective,Returned,57,Male,City89,Credit Card,Standard
Toys,497.39,2,,Not Returned,65,Male,City32,PayPal,Standard
Clothing,223.76,1,,Not Returned,59,Female,City29,PayPal,Standard
Clothing,225.98,2,,Not Returned,47,Male,City86,PayPal,Next-Day
Electronics,204.91,3,,Not Returned,69,Female,City50,Gift Card,Express
Electronics,194.48,5,Not as described,Returned,70,Male,City82,PayPal,Next-Day
Clothing,312.68,3,,Not Returned,55,Female,City63,Credit Card,Next-Day
Clothing,84.36,1,Defective,Returned,60,Male,City29,Gift Card,Next-Day
Clothing,484.84,1,,Not Returned,18,Male,City93,Debit Card,Standard
Home,191.13,4,,Not Returned,22,Male,City35,Debit Card,Standard
Home,138.44,4,,Not Returned,37,Female,City36,Debit Card,Standard
Books,130.88,2,,Not Returned,49,Male,City55,Credit Card,Next-Day
Books,465.75,5,,Not Returned,56,Male,City66,PayPal,Next-Day
Electronics,392.42,5,,Not Returned,57,Male,City93,Credit Card,Express
Toys,322.96,1,,Not Returned,46,Male,City12,Credit Card,Standard
Toys,64.82,2,,Not Returned,50,Male,City42,PayPal,Express
Toys,114.65,5,Wrong item,Returned,30,Female,City60,Debit Card,Standard
Toys,140.35,3,,Not Returned,46,Female,City82,Debit Card,Express
Clothing,42.3,5,,Not Returned,31,Female,City2,Gift Card,Next-Day
Electronics,400.39,1,Defective,Returned,40,Female,City92,Debit Card,Next-Day
Clothing,383.65,1,,Not Returned,47,Female,City28,Debit Card,Next-Day
Clothing,427.58,2,,Not Returned,22,Male,City97,PayPal,Next-Day
Clothing,195.07,1,,Not Returned,54,Male,City99,Credit Card,Standard
Home,450.7,4,,Not Returned,50,Female,City62,Debit Card,Next-Day
Home,68.09,5,Wrong item,Returned,59,Male,City38,Credit Card,Express
Toys,288.15,4,,Not Returned,48,Male,City63,Credit Card,Next-Day
Home,371.12,1,Wrong item,Returned,50,Female,City64,Gift Card,Standard
Toys,29.71,4,Not as described,Returned,43,Female,City64,Debit Card,Next-Day
Home,359.49,3,,Not Returned,29,Male,City92,Gift Card,Standard
Books,279.15,4,Wrong item,Returned,47,Female,City81,PayPal,Standard
Electronics,18.1,2,,Not Returned,39,Female,City35,Credit Card,Express
Electronics,103.9,1,Changed mind,Returned,21,Female,City58,Credit Card,Express
Toys,103.37,3,,Not Returned,59,Female,City83,Credit Card,Next-Day
Home,61.25,1,Defective,Returned,49,Female,City68,PayPal,Express
Books,170.12,5,,Not Returned,25,Female,City64,Debit Card,Standard
Books,478,3,,Not Returned,23,Female,City43,Debit Card,Standard
Home,80.16,5,,Not Returned,62,Female,City33,Debit Card,Express
Toys,252.97,4,,Not Returned,35,Male,City18,PayPal,Express
Electronics,483.13,1,Wrong item,Returned,62,Female,City81,Credit Card,Next-Day
Home,275.92,5,,Not Returned,67,Male,City26,Credit Card,Next-Day
Books,266.66,4,,Not Returned,58,Female,City99,Debit Card,Next-Day
Electronics,12.37,1,Defective,Returned,43,Male,City19,Debit Card,Next-Day
Books,67.16,1,,Not Returned,63,Female,City92,PayPal,Express
Electronics,283.62,4,,Not Returned,47,Female,City16,Debit Card,Standard
Electronics,156.38,4,,Not Returned,48,Male,City20,Credit Card,Next-Day
Home,8.47,4,,Not Returned,54,Male,City81,Credit Card,Standard
Clothing,476.19,3,Wrong item,Returned,41,Female,City50,Credit Card,Express
Clothing,464.42,5,Changed mind,Returned,31,Female,City49,Debit Card,Next-Day
Electronics,141.1,2,Wrong item,Returned,50,Female,City35,Debit Card,Standard
Electronics,107.21,1,,Not Returned,19,Female,City48,Credit Card,Express
Electronics,272.91,3,,Not Returned,58,Female,City48,PayPal,Standard
Books,329.38,5,,Not Returned,62,Female,City79,Gift Card,Express
Electronics,243.93,4,Not as described,Returned,19,Female,City97,PayPal,Express
Toys,352.59,3,Not as described,Returned,31,Female,City20,PayPal,Express
Toys,390.69,5,,Not Returned,19,Female,City97,Gift Card,Next-Day
Home,43.17,5,Defective,Returned,33,Male,City35,Debit Card,Express
Home,281.96,5,,Not Returned,67,Female,City37,PayPal,Express
Electronics,208.89,5,,Not Returned,32,Male,City15,Gift Card,Express
Toys,83.97,2,Not as described,Returned,34,Male,City73,PayPal,Express
Home,215.75,4,Wrong item,Returned,22,Female,City77,Gift Card,Express
Clothing,337.82,2,,Not Returned,29,Male,City43,Credit Card,Express
Electronics,402.59,5,,Not Returned,50,Male,City31,Debit Card,Next-Day
Books,323.43,2,,Not Returned,59,Female,City24,Gift Card,Express
Books,400.25,3,Changed mind,Returned,20,Female,City83,PayPal,Next-Day
Clothing,40.49,2,Wrong item,Returned,42,Female,City18,Credit Card,Express
Electronics,295.18,3,,Not Returned,39,Female,City76,Debit Card,Standard
Books,316.96,4,Defective,Returned,44,Female,City62,Gift Card,Express
Toys,121.84,4,,Not Returned,55,Male,City53,Credit Card,Express
Toys,190.53,2,Changed mind,Returned,47,Female,City48,PayPal,Standard
Clothing,354.94,4,,Not Returned,37,Female,City51,PayPal,Standard
Electronics,153.94,2,,Not Returned,32,Female,City70,PayPal,Standard
Books,353.91,5,,Not Returned,60,Male,City73,Gift Card,Standard
Books,222.82,4,,Not Returned,55,Male,City72,Gift Card,Standard
Electronics,191.24,5,Defective,Returned,25,Female,City69,Debit Card,Standard
Clothing,470.4,3,,Not Returned,28,Female,City15,Gift Card,Next-Day
Toys,167.79,4,Defective,Returned,63,Male,City56,Gift Card,Standard
Clothing,375.55,5,Wrong item,Returned,34,Male,City93,Debit Card,Standard
Clothing,252.92,2,,Not Returned,56,Female,City4,Credit Card,Next-Day
Clothing,348.47,2,Not as described,Returned,30,Female,City47,PayPal,Next-Day
Clothing,358.87,3,Changed mind,Returned,58,Male,City48,Debit Card,Next-Day
Books,313.99,1,,Not Returned,42,Female,City84,Credit Card,Express
Books,450.42,4,Defective,Returned,39,Female,City27,Debit Card,Next-Day
Clothing,147.78,4,Not as described,Returned,41,Female,City50,Gift Card,Next-Day
Home,155.42,5,,Not Returned,59,Female,City4,PayPal,Next-Day
Books,7.13,1,Wrong item,Returned,31,Female,City7,Debit Card,Express
Clothing,393.12,2,Wrong item,Returned,24,Male,City94,Gift Card,Standard
Electronics,150.64,1,,Not Returned,63,Male,City34,PayPal,Express
Books,370.45,5,Changed mind,Returned,25,Male,City55,Debit Card,Standard
Home,217.15,3,,Not Returned,55,Female,City19,Debit Card,Express
Toys,54.76,1,Defective,Returned,33,Male,City88,Gift Card,Standard
Home,352.05,4,Wrong item,Returned,40,Male,City87,PayPal,Next-Day
Toys,158.11,3,Changed mind,Returned,18,Female,City9,Credit Card,Standard
Books,94.02,4,Not as described,Returned,18,Female,City63,Credit Card,Standard
Home,158.89,4,Not as described,Returned,32,Female,City7,Debit Card,Standard
Clothing,172.37,3,,Not Returned,18,Female,City63,Debit Card,Next-Day
Home,338.47,4,Not as described,Returned,23,Male,City35,PayPal,Express
Books,311.28,5,Not as described,Returned,52,Female,City18,Credit Card,Standard
Toys,104.05,5,Not as described,Returned,30,Male,City43,Credit Card,Next-Day
Clothing,110.24,4,,Not Returned,47,Female,City57,Credit Card,Express
Books,58.11,4,Not as described,Returned,23,Female,City76,PayPal,Next-Day
Books,267.98,5,Not as described,Returned,18,Male,City62,PayPal,Standard
Clothing,79.4,2,,Not Returned,30,Female,City65,Gift Card,Standard
Electronics,223.47,4,Defective,Returned,70,Female,City30,Gift Card,Standard
Electronics,70.92,4,,Not Returned,53,Female,City32,Debit Card,Standard
Clothing,171.57,2,Not as described,Returned,26,Male,City79,Debit Card,Standard
Home,273.84,1,,Not Returned,33,Female,City37,Gift Card,Next-Day
Toys,350.5,2,Defective,Returned,22,Male,City50,PayPal,Standard
Home,89.31,3,,Not Returned,46,Female,City28,Debit Card,Express
Clothing,50.8,5,Wrong item,Returned,69,Female,City55,Gift Card,Next-Day
Clothing,280.32,1,Changed mind,Returned,68,Female,City26,Credit Card,Express
Home,68.24,5,Defective,Returned,37,Male,City28,Credit Card,Standard
Home,144.63,1,Wrong item,Returned,66,Male,City93,Credit Card,Express
Toys,463.31,4,Changed mind,Returned,55,Male,City50,Gift Card,Express
Clothing,267.6,2,Changed mind,Returned,57,Female,City86,PayPal,Express
Home,170.89,3,Defective,Returned,23,Male,City43,PayPal,Next-Day
Books,117.27,4,,Not Returned,31,Female,City41,Credit Card,Standard
Electronics,274.17,5,Not as described,Returned,61,Male,City8,Gift Card,Next-Day
Home,455.33,5,,Not Returned,50,Female,City42,Debit Card,Express
Books,240.4,1,Not as described,Returned,34,Female,City79,Debit Card,Standard
Toys,73.74,4,,Not Returned,64,Female,City61,PayPal,Express
Books,255.59,4,,Not Returned,66,Male,City31,Debit Card,Express
Clothing,115.47,4,Changed mind,Returned,70,Male,City91,Credit Card,Next-Day
Clothing,284.28,2,Defective,Returned,49,Male,City45,Credit Card,Standard
Electronics,273.1,1,Not as described,Returned,31,Female,City30,Gift Card,Standard
Books,481.73,4,,Not Returned,18,Male,City2,Credit Card,Next-Day
Clothing,308.85,4,,Not Returned,44,Male,City84,Credit Card,Standard
Clothing,138.1,1,Defective,Returned,56,Female,City17,Debit Card,Express
Books,334.38,5,,Not Returned,45,Female,City62,Debit Card,Standard
Books,351.74,2,Changed mind,Returned,35,Female,City96,Credit Card,Express
Home,58.32,1,Defective,Returned,46,Female,City55,Gift Card,Express
Clothing,252.42,1,,Not Returned,50,Male,City89,PayPal,Standard
Electronics,364.11,2,,Not Returned,20,Male,City66,Debit Card,Express
Electronics,249.56,1,,Not Returned,70,Male,City84,Credit Card,Next-Day
Books,272.44,4,,Not Returned,52,Male,City66,Gift Card,Standard
Electronics,307.17,1,Wrong item,Returned,61,Female,City2,Credit Card,Next-Day
Books,73.97,3,Not as described,Returned,22,Male,City56,Debit Card,Next-Day
Clothing,121.02,4,,Not Returned,46,Male,City36,Credit Card,Next-Day
Electronics,171.17,3,,Not Returned,38,Female,City8,Credit Card,Next-Day
Clothing,241.59,3,,Not Returned,38,Female,City49,Credit Card,Express
Home,240,5,,Not Returned,54,Male,City16,Credit Card,Express
Books,15.39,3,Changed mind,Returned,33,Female,City4,Debit Card,Next-Day
Toys,131.96,5,,Not Returned,30,Female,City17,Gift Card,Express
Books,221.14,2,,Not Returned,24,Male,City93,PayPal,Express
Electronics,468.99,1,,Not Returned,32,Female,City93,Gift Card,Standard
Electronics,431.47,2,Not as described,Returned,64,Female,City79,PayPal,Next-Day
Electronics,303.96,5,Not as described,Returned,46,Female,City12,PayPal,Standard
Books,231.84,4,,Not Returned,38,Male,City32,PayPal,Next-Day
Books,179.68,3,Not as described,Returned,26,Female,City73,Debit Card,Express
Electronics,122.38,3,Defective,Returned,46,Female,City94,Gift Card,Next-Day
Electronics,377.99,2,,Not Returned,40,Male,City14,Credit Card,Express
Toys,358.21,5,,Not Returned,40,Male,City35,Credit Card,Standard
Home,290.05,1,Defective,Returned,32,Male,City73,PayPal,Next-Day
Clothing,191.88,5,Changed mind,Returned,47,Female,City95,Debit Card,Next-Day
Books,86.77,5,Defective,Returned,51,Male,City10,Credit Card,Next-Day
Electronics,142.98,2,,Not Returned,53,Male,City34,Gift Card,Next-Day
Clothing,440.16,1,,Not Returned,58,Female,City81,Credit Card,Express
Toys,439.87,2,,Not Returned,57,Male,City66,Gift Card,Express
Home,395.67,4,,Not Returned,30,Female,City29,Credit Card,Express
Clothing,284.69,3,Defective,Returned,30,Male,City69,Credit Card,Express
Electronics,284.15,3,Changed mind,Returned,33,Female,City83,PayPal,Next-Day
Clothing,292.65,1,Not as described,Returned,59,Male,City15,PayPal,Next-Day
Toys,326.19,4,,Not Returned,50,Female,City85,Gift Card,Express
Toys,334.04,4,,Not Returned,70,Female,City61,Credit Card,Next-Day
Clothing,398.02,4,,Not Returned,44,Male,City22,Gift Card,Express
Toys,253.49,3,Not as described,Returned,44,Female,City32,PayPal,Next-Day
Books,452.68,4,,Not Returned,61,Male,City96,PayPal,Express
Books,297.11,2,,Not Returned,45,Male,City75,PayPal,Standard
Clothing,283.19,5,Defective,Returned,24,Male,City4,Gift Card,Next-Day
Books,402.12,4,,Not Returned,26,Female,City84,Debit Card,Next-Day
Electronics,191.86,2,,Not Returned,49,Female,City15,PayPal,Standard
Electronics,198.49,5,,Not Returned,67,Female,City55,Credit Card,Express
Electronics,101.3,4,,Not Returned,54,Male,City15,PayPal,Standard
Books,432.09,4,Wrong item,Returned,35,Male,City65,Credit Card,Standard
Electronics,469.48,3,,Not Returned,27,Female,City60,Credit Card,Express
Home,366.69,1,Not as described,Returned,31,Male,City34,Credit Card,Next-Day
Electronics,263.92,5,,Not Returned,22,Male,City11,PayPal,Next-Day
Electronics,74.58,1,,Not Returned,55,Female,City60,Debit Card,Next-Day
Clothing,119.1,5,Changed mind,Returned,58,Male,City24,PayPal,Standard
Home,132.65,3,,Not Returned,66,Male,City78,Credit Card,Standard
Books,154.33,1,,Not Returned,29,Male,City77,PayPal,Standard
Home,76.3,5,,Not Returned,48,Female,City16,PayPal,Next-Day
Clothing,268.29,5,,Not Returned,27,Female,City100,Gift Card,Next-Day
Clothing,270.36,5,,Not Returned,67,Male,City32,Gift Card,Next-Day
Home,442.12,4,,Not Returned,43,Male,City61,PayPal,Next-Day
Electronics,136.11,4,Changed mind,Returned,53,Male,City70,PayPal,Next-Day
Toys,480.39,4,,Not Returned,25,Male,City74,Gift Card,Express
Books,232.55,3,,Not Returned,36,Female,City20,Gift Card,Standard
Electronics,330.8,5,,Not Returned,63,Male,City73,Gift Card,Next-Day
Clothing,54.8,2,Changed mind,Returned,23,Female,City37,Credit Card,Next-Day
Electronics,110.32,4,,Not Returned,25,Female,City37,PayPal,Next-Day
Home,120.63,2,,Not Returned,53,Male,City2,Debit Card,Next-Day
Electronics,367.61,4,,Not Returned,47,Female,City71,Gift Card,Standard
Books,436.42,1,Changed mind,Returned,34,Female,City47,Gift Card,Express
Home,234.34,5,,Not Returned,23,Male,City53,Credit Card,Standard
Books,148.18,1,Wrong item,Returned,46,Female,City95,PayPal,Standard
Clothing,432.33,3,,Not Returned,29,Male,City31,PayPal,Next-Day
Clothing,492.9,5,Changed mind,Returned,56,Male,City31,PayPal,Next-Day
Toys,21.81,1,,Not Returned,30,Female,City70,Gift Card,Standard
Electronics,374.23,5,Changed mind,Returned,25,Female,City1,Debit Card,Next-Day
Clothing,244.5,1,,Not Returned,66,Male,City37,Credit Card,Express
Books,105.45,5,Wrong item,Returned,52,Female,City71,PayPal,Express
Books,334.43,4,,Not Returned,43,Female,City91,Gift Card,Standard
Electronics,99.44,4,,Not Returned,38,Female,City2,Credit Card,Express
Toys,461.24,5,,Not Returned,31,Male,City51,Gift Card,Standard
Home,273.09,1,,Not Returned,20,Male,City92,PayPal,Next-Day
Books,56.87,4,,Not Returned,69,Male,City24,Debit Card,Standard
Home,494.91,4,,Not Returned,27,Female,City36,Credit Card,Express
Electronics,450.68,1,Changed mind,Returned,67,Male,City61,Gift Card,Next-Day
Electronics,221.66,1,,Not Returned,67,Female,City86,Credit Card,Next-Day
Home,131.64,1,Wrong item,Returned,62,Female,City39,PayPal,Next-Day
Clothing,63.9,4,,Not Returned,70,Female,City87,Debit Card,Express
Home,493.98,2,Defective,Returned,52,Female,City65,Credit Card,Next-Day
Books,385.59,3,Changed mind,Returned,20,Female,City37,Gift Card,Standard
Books,476.21,4,,Not Returned,19,Female,City38,Credit Card,Express
Books,55.19,4,,Not Returned,55,Male,City43,Gift Card,Express
Books,297.3,4,,Not Returned,36,Female,City38,Debit Card,Standard
Electronics,216.88,4,Changed mind,Returned,26,Male,City52,Gift Card,Next-Day
Electronics,339.02,1,,Not Returned,37,Male,City85,PayPal,Standard
Home,302.97,5,Defective,Returned,57,Female,City99,Gift Card,Express
Clothing,178.14,3,Wrong item,Returned,36,Male,City42,Gift Card,Express
Clothing,47.18,3,Not as described,Returned,35,Male,City97,Debit Card,Express
Books,163.31,4,,Not Returned,47,Male,City92,Gift Card,Next-Day
Toys,323.54,3,Defective,Returned,46,Male,City38,PayPal,Standard
Electronics,430.42,5,Not as described,Returned,22,Male,City15,Debit Card,Express
Books,473.59,4,Wrong item,Returned,63,Male,City18,Gift Card,Next-Day
Books,411.98,1,Not as described,Returned,52,Female,City98,PayPal,Express
Clothing,424.57,4,,Not Returned,48,Female,City45,Gift Card,Express
Clothing,215.12,3,Changed mind,Returned,25,Female,City99,Debit Card,Next-Day
Electronics,318.33,4,,Not Returned,51,Female,City70,PayPal,Standard
Books,153.93,4,,Not Returned,48,Female,City8,Debit Card,Express
Electronics,427.72,2,Wrong item,Returned,67,Female,City35,Credit Card,Express
Electronics,261.65,4,,Not Returned,46,Male,City16,PayPal,Express
Electronics,496.19,2,Wrong item,Returned,66,Male,City63,Debit Card,Next-Day
Home,63.62,1,Defective,Returned,48,Female,City22,Gift Card,Standard
Clothing,345.93,5,,Not Returned,54,Female,City53,PayPal,Standard
Electronics,383.97,1,,Not Returned,39,Female,City8,Debit Card,Next-Day
Clothing,390.51,5,Defective,Returned,58,Male,City82,Credit Card,Standard
Books,306.98,2,Defective,Returned,55,Male,City23,Credit Card,Express
Toys,344.18,5,Defective,Returned,18,Female,City88,Credit Card,Next-Day
Electronics,166.6,3,,Not Returned,70,Male,City41,PayPal,Standard
Toys,155.25,5,Changed mind,Returned,49,Female,City99,Debit Card,Standard
Toys,422.09,4,,Not Returned,60,Female,City26,Gift Card,Express
Electronics,485.35,1,,Not Returned,18,Male,City19,Debit Card,Standard
Toys,331.39,3,Defective,Returned,37,Male,City57,Credit Card,Standard
Clothing,416.87,4,Changed mind,Returned,66,Male,City65,Credit Card,Express
Clothing,240.56,1,,Not Returned,40,Female,City1,PayPal,Express
Books,203.65,2,,Not Returned,43,Male,City42,PayPal,Next-Day
Home,222.74,2,Not as described,Returned,51,Male,City17,Gift Card,Express
Books,136.42,1,Changed mind,Returned,24,Male,City15,Credit Card,Next-Day
Clothing,72.1,3,,Not Returned,28,Male,City9,PayPal,Next-Day
Books,32.36,2,,Not Returned,46,Male,City98,Debit Card,Express
Clothing,119.52,4,,Not Returned,59,Female,City27,PayPal,Next-Day
Home,312.11,2,Not as described,Returned,34,Female,City63,Credit Card,Express
Home,271.42,1,,Not Returned,46,Female,City92,Credit Card,Standard
Electronics,201.88,5,,Not Returned,23,Male,City27,Debit Card,Next-Day
Clothing,456.55,2,,Not Returned,39,Female,City17,Credit Card,Express
Toys,50.01,4,,Not Returned,29,Male,City98,Gift Card,Next-Day
Books,457.3,5,,Not Returned,42,Male,City98,Debit Card,Express
Home,437.6,3,,Not Returned,27,Female,City89,PayPal,Next-Day
Clothing,432.28,4,Wrong item,Returned,32,Female,City23,Gift Card,Next-Day
Clothing,441.18,2,Defective,Returned,66,Female,City93,Debit Card,Express
Clothing,94.83,1,Defective,Returned,39,Male,City76,PayPal,Standard
Home,110.86,1,,Not Returned,18,Male,City71,Debit Card,Standard
Toys,447.8,2,Changed mind,Returned,53,Female,City84,Credit Card,Standard
Clothing,128.4,1,,Not Returned,46,Female,City23,PayPal,Express
Home,178.11,1,,Not Returned,24,Male,City31,Credit Card,Express
Toys,63.91,4,,Not Returned,18,Female,City30,PayPal,Express
Electronics,453.94,5,,Not Returned,33,Male,City16,PayPal,Express
Home,321.22,1,Defective,Returned,22,Male,City5,Debit Card,Express
Toys,178.72,5,,Not Returned,35,Female,City30,Debit Card,Express
Books,384.3,2,Not as described,Returned,60,Male,City52,PayPal,Standard
Toys,130.37,2,Wrong item,Returned,26,Female,City27,Credit Card,Express
Toys,262.29,2,Changed mind,Returned,59,Male,City48,Debit Card,Express
Toys,208.27,1,,Not Returned,70,Male,City49,PayPal,Express
Toys,421.16,1,Wrong item,Returned,66,Male,City14,Gift Card,Standard
Books,466.42,1,Defective,Returned,40,Female,City26,PayPal,Next-Day
Toys,16.13,4,Not as described,Returned,18,Female,City3,Credit Card,Express
Electronics,430.3,3,,Not Returned,58,Male,City25,Debit Card,Express
Electronics,379.83,5,Defective,Returned,50,Male,City61,Credit Card,Express
Clothing,86.27,4,,Not Returned,43,Male,City96,Credit Card,Standard
Books,82.81,3,,Not Returned,30,Male,City1,Debit Card,Next-Day
Books,490.49,1,,Not Returned,60,Male,City51,Debit Card,Standard
Home,5.33,5,Defective,Returned,65,Female,City23,Credit Card,Standard
Home,378.1,5,Not as described,Returned,42,Female,City71,Debit Card,Express
Clothing,343.85,4,Changed mind,Returned,36,Male,City71,PayPal,Express
Electronics,110.44,1,,Not Returned,42,Female,City71,Gift Card,Standard
Clothing,29.18,3,Not as described,Returned,57,Male,City14,PayPal,Express
Electronics,255.06,2,,Not Returned,21,Female,City38,PayPal,Standard
Electronics,373.31,4,Changed mind,Returned,69,Female,City18,Gift Card,Next-Day
Toys,194.02,3,Not as described,Returned,20,Female,City33,Gift Card,Next-Day
Toys,349.28,1,Changed mind,Returned,64,Male,City100,Debit Card,Standard
Books,239.58,4,,Not Returned,66,Male,City81,Credit Card,Express
Electronics,384.01,4,Changed mind,Returned,26,Male,City46,Gift Card,Express
Toys,95.47,1,Defective,Returned,24,Female,City85,PayPal,Express
Books,13.51,3,,Not Returned,52,Female,City52,Gift Card,Next-Day
Home,199.4,3,Changed mind,Returned,68,Male,City40,Gift Card,Express
Books,78.04,2,,Not Returned,31,Female,City71,Credit Card,Next-Day
Clothing,192.93,1,,Not Returned,45,Female,City22,Credit Card,Express
Clothing,290.49,2,Defective,Returned,45,Male,City17,Debit Card,Next-Day
Books,47.32,4,Defective,Returned,48,Male,City75,PayPal,Next-Day
Electronics,6,3,,Not Returned,53,Female,City36,PayPal,Next-Day
Electronics,391.9,4,Defective,Returned,68,Female,City52,Gift Card,Express
Clothing,411.06,4,Wrong item,Returned,24,Female,City37,Debit Card,Next-Day
Home,102.3,1,Not as described,Returned,43,Female,City12,Gift Card,Next-Day
Electronics,246.95,1,Not as described,Returned,68,Male,City85,PayPal,Express
Clothing,331.95,2,Wrong item,Returned,53,Female,City19,Debit Card,Next-Day
Clothing,132.95,1,,Not Returned,69,Male,City45,Credit Card,Next-Day
Toys,191.63,5,,Not Returned,50,Female,City50,Credit Card,Express
Clothing,443.68,3,Wrong item,Returned,23,Male,City56,Gift Card,Express
Toys,236.39,5,,Not Returned,31,Female,City97,PayPal,Standard
Books,257.99,2,,Not Returned,25,Female,City45,Gift Card,Standard
Home,120.52,3,,Not Returned,53,Female,City14,Credit Card,Standard
Clothing,39.51,3,,Not Returned,50,Male,City73,Debit Card,Standard
Books,228.55,2,Not as described,Returned,60,Male,City83,PayPal,Standard
Clothing,259.59,5,Defective,Returned,70,Female,City85,Gift Card,Next-Day
Clothing,85.8,4,Defective,Returned,19,Male,City3,PayPal,Standard
Home,68.8,1,Defective,Returned,56,Female,City9,PayPal,Next-Day
Toys,29.39,1,Changed mind,Returned,55,Male,City96,Credit Card,Express
Books,176.97,2,,Not Returned,56,Female,City37,Debit Card,Standard
Home,424.2,1,,Not Returned,46,Female,City72,Debit Card,Next-Day
Electronics,140.48,5,,Not Returned,69,Female,City64,PayPal,Express
Home,23.67,2,,Not Returned,23,Male,City17,Debit Card,Standard
Books,418.47,4,,Not Returned,38,Male,City49,PayPal,Express
Clothing,88.15,4,Defective,Returned,34,Female,City52,Gift Card,Express
Electronics,497.24,3,Wrong item,Returned,49,Female,City75,Gift Card,Standard
Electronics,21.86,2,Changed mind,Returned,63,Male,City66,PayPal,Standard
Toys,30.71,1,,Not Returned,21,Male,City76,PayPal,Standard
Clothing,454.89,4,Changed mind,Returned,41,Male,City80,Credit Card,Express
Home,416.99,4,Defective,Returned,38,Female,City58,PayPal,Next-Day
Home,318.83,4,Changed mind,Returned,56,Male,City38,Credit Card,Next-Day
Toys,384.67,1,,Not Returned,34,Male,City98,Gift Card,Next-Day
Clothing,236.77,3,,Not Returned,51,Male,City18,Gift Card,Standard
Home,483.85,2,Changed mind,Returned,51,Female,City61,Debit Card,Standard
Toys,273.96,5,Not as described,Returned,22,Female,City44,Gift Card,Next-Day
Toys,496.31,4,Changed mind,Returned,41,Female,City54,Gift Card,Express
Toys,394.45,2,,Not Returned,36,Male,City78,Credit Card,Standard
Home,370.83,3,,Not Returned,19,Male,City58,Credit Card,Next-Day
Books,93.43,5,Changed mind,Returned,21,Female,City22,Credit Card,Standard
Electronics,83.42,3,,Not Returned,26,Male,City29,Debit Card,Standard
Home,110.34,3,,Not Returned,31,Male,City81,Credit Card,Next-Day
Electronics,192.63,2,,Not Returned,67,Male,City92,Gift Card,Next-Day
Electronics,317.91,1,,Not Returned,51,Female,City100,PayPal,Express
Toys,76.14,1,Changed mind,Returned,67,Male,City43,Gift Card,Express
Books,227.6,2,Changed mind,Returned,24,Female,City30,Debit Card,Next-Day
Toys,386.86,2,Changed mind,Returned,28,Male,City59,Debit Card,Express
Home,432.8,5,Wrong item,Returned,70,Female,City55,Debit Card,Standard
Books,218.08,4,,Not Returned,65,Male,City74,Credit Card,Express
Electronics,155.14,2,,Not Returned,35,Male,City69,PayPal,Next-Day
Electronics,57.52,4,Not as described,Returned,66,Male,City20,Credit Card,Express
Books,352.28,4,,Not Returned,56,Female,City45,Debit Card,Standard
Electronics,497.73,4,Wrong item,Returned,37,Female,City94,Credit Card,Express
Toys,33.07,5,Not as described,Returned,23,Male,City23,Debit Card,Express
Clothing,81.4,5,,Not Returned,40,Male,City12,Gift Card,Express
Home,310.59,4,Wrong item,Returned,27,Male,City21,Gift Card,Next-Day
Home,50.67,1,,Not Returned,33,Female,City81,PayPal,Express
Electronics,20.14,1,,Not Returned,32,Male,City40,Gift Card,Express
Books,210.36,4,Defective,Returned,37,Female,City98,Credit Card,Next-Day
Home,104.28,1,,Not Returned,24,Male,City80,Gift Card,Standard
Books,274.25,4,Defective,Returned,44,Male,City35,Credit Card,Standard
Home,312.54,1,,Not Returned,58,Male,City75,Credit Card,Next-Day
Clothing,447.81,4,Defective,Returned,70,Female,City21,Debit Card,Next-Day
Toys,435.31,4,,Not Returned,29,Male,City76,PayPal,Standard
Home,307.78,2,Wrong item,Returned,68,Female,City23,PayPal,Express
Clothing,452.44,3,Wrong item,Returned,18,Female,City44,Debit Card,Express
Home,152.73,3,,Not Returned,46,Male,City54,Gift Card,Standard
Home,451.19,1,,Not Returned,63,Male,City49,Gift Card,Standard
Clothing,269.16,4,,Not Returned,70,Male,City80,PayPal,Next-Day
Toys,51.44,5,Changed mind,Returned,18,Male,City5,PayPal,Standard
Home,175.87,3,Not as described,Returned,39,Female,City10,PayPal,Express
Home,88.92,1,,Not Returned,44,Male,City47,Credit Card,Express
Toys,205.22,3,,Not Returned,57,Female,City33,Gift Card,Next-Day
Home,163.79,3,Wrong item,Returned,63,Female,City98,Debit Card,Next-Day
Books,179.43,5,Changed mind,Returned,25,Male,City73,Credit Card,Express
Books,436.18,4,,Not Returned,65,Male,City4,Debit Card,Next-Day
Home,308.23,3,Defective,Returned,43,Male,City43,Gift Card,Next-Day
